    6      512      0.75      0.4656440
    7      512      0.75      0.4333730
    8      512      0.75      0.4357190
    9      512      0.75      0.4297700
   10      512      0.75      0.4508680
    1      512      0.90      0.5779400
    2      512      0.90      0.4947260
    3      512      0.90      0.5183110
    4      512      0.90      0.5170590
    5      512      0.90      0.5309830
    6      512      0.90      0.4714280
    7      512      0.90      0.4994200
    8      512      0.90      0.4956830
    9      512      0.90      0.5186080
   10      512      0.90      0.5191550
    1      512      0.95      0.6399780
    2      512      0.95      0.5664480
    3      512      0.95      0.5193890
    4      512      0.95      0.5454320
    5      512      0.95      0.5448300
    6      512      0.95      0.5193430
    7      512      0.95      0.5432010
    8      512      0.95      0.5417820
    9      512      0.95      0.5373270
   10      512      0.95      0.5436420
    1      512      0.99      0.6371070
    2      512      0.99      0.5369330
    3      512      0.99      0.5604040
    4      512      0.99      0.5578860
    5      512      0.99      0.5582470
    6      512      0.99      0.5479980
    7      512      0.99      0.5715220
    8      512      0.99      0.5808590
    9      512      0.99      0.5587490
   10      512      0.99      0.5337500
    1      512      1.00      0.6333720
    2      512      1.00      0.5608550
    3      512      1.00      0.5847790
    4      512      1.00      0.5063460
    5      512      1.00      0.5390190
    6      512      1.00      0.5677300
    7      512      1.00      0.5058000
    8      512      1.00      0.5261200
    9      512      1.00      0.5062220
   10      512      1.00      0.5443360
    1     1024      0.00      0.0376050
    2     1024      0.00      0.0094860
    3     1024      0.00      0.0090240
    4     1024      0.00      0.0089740
    5     1024      0.00      0.0089590
    6     1024      0.00      0.0089150
    7     1024      0.00      0.0086470
    8     1024      0.00      0.0085630
    9     1024      0.00      0.0086130
   10     1024      0.00      0.0086270
    1     1024      0.01      0.0261520
    2     1024      0.01      0.0198210
    3     1024      0.01      0.0192480
    4     1024      0.01      0.0189200
    5     1024      0.01      0.0190760
    6     1024      0.01      0.0189590
    7     1024      0.01      0.0188220
    8     1024      0.01      0.0189160
    9     1024      0.01      0.0189180
   10     1024      0.01      0.0188160
    1     1024      0.05      0.0727700
    2     1024      0.05      0.0606080
    3     1024      0.05      0.0725100
    4     1024      0.05      0.0622410
    5     1024      0.05      0.0621510
    6     1024      0.05      0.0621910
    7     1024      0.05      0.0831950
    8     1024      0.05      0.0621340
    9     1024      0.05      0.0619400
   10     1024      0.05      0.0618940
    1     1024      0.10      0.1464330
    2     1024      0.10      0.1117510
    3     1024      0.10      0.1117020
    4     1024      0.10      0.1114640
    5     1024      0.10      0.1115880
    6     1024      0.10      0.1115990
    7     1024      0.10      0.1113740
    8     1024      0.10      0.1114280
    9     1024      0.10      0.1236390
   10     1024      0.10      0.1150030
    1     1024      0.25      0.3589610
    2     1024      0.25      0.2870820
    3     1024      0.25      0.2688460
    4     1024      0.25      0.2977240
    5     1024      0.25      0.2916490
    6     1024      0.25      0.2678400
    7     1024      0.25      0.2680440
    8     1024      0.25      0.2677990
    9     1024      0.25      0.2804640
   10     1024      0.25      0.2950420
    1     1024      0.50      0.6050560
    2     1024      0.50      0.5118210
    3     1024      0.50      0.5427450
    4     1024      0.50      0.5304030
    5     1024      0.50      0.5369670
    6     1024      0.50      0.5120080
    7     1024      0.50      0.5450800
    8     1024      0.50      0.5122060
    9     1024      0.50      0.5113640
   10     1024      0.50      0.5393560
    1     1024      0.75      0.9743010
    2     1024      0.75      0.7656590
    3     1024      0.75      0.7777580
    4     1024      0.75      0.7458390
    5     1024      0.75      0.7472190
    6     1024      0.75      0.7690040
    7     1024      0.75      0.7552370
    8     1024      0.75      0.7447670
    9     1024      0.75      0.7496190
   10     1024      0.75      0.7839690
    1     1024      0.90      1.1670520
    2     1024      0.90      0.9261180
    3     1024      0.90      0.9229130
    4     1024      0.90      0.9245290
    5     1024      0.90      0.9923820
    6     1024      0.90      0.9232360
    7     1024      0.90      0.9089580
    8     1024      0.90      0.8829290
    9     1024      0.90      0.9244430
   10     1024      0.90      0.9071290
    1     1024      0.95      1.1388170
    2     1024      0.95      0.9619810
    3     1024      0.95      0.9840080
    4     1024      0.95      0.9992950
    5     1024      0.95      0.9657800
    6     1024      0.95      0.9633390
    7     1024      0.95      0.9793150
    8     1024      0.95      0.9998920
    9     1024      0.95      0.9622690
   10     1024      0.95      0.9640630
    1     1024      0.99      1.2198010
    2     1024      0.99      1.0160990
    3     1024      0.99      0.9676420
    4     1024      0.99      0.9794140
    5     1024      0.99      1.0006720
    6     1024      0.99      1.0121500
    7     1024      0.99      0.9959620
    8     1024      0.99      0.9994310
    9     1024      0.99      1.0366100
   10     1024      0.99      0.9929160
    1     1024      1.00      1.1810300
    2     1024      1.00      1.0115300
    3     1024      1.00      1.0370960
    4     1024      1.00      1.0337810
    5     1024      1.00      1.0031330
    6     1024      1.00      0.9773780
    7     1024      1.00      1.0459700
    8     1024      1.00      1.0308190
    9     1024      1.00      0.9774390
   10     1024      1.00      0.9763010
    1     2048      0.00      0.0734570
    2     2048      0.00      0.0595870
    3     2048      0.00      0.0435260
    4     2048      0.00      0.0433530
    5     2048      0.00      0.0434810
    6     2048      0.00      0.0432570
    7     2048      0.00      0.0433160
    8     2048      0.00      0.0421280
    9     2048      0.00      0.0419120
   10     2048      0.00      0.0418370
    1     2048      0.01      0.0743310
    2     2048      0.01      0.0659410
    3     2048      0.01      0.0652330
    4     2048      0.01      0.0650700
    5     2048      0.01      0.0654020
    6     2048      0.01      0.0647880
    7     2048      0.01      0.0783850
    8     2048      0.01      0.0668260
    9     2048      0.01      0.0669400
   10     2048      0.01      0.0768290
    1     2048      0.05      0.1939550
    2     2048      0.05      0.1587570
    3     2048      0.05      0.1641580
    4     2048      0.05      0.1527980
    5     2048      0.05      0.1529270
    6     2048      0.05      0.1525440
    7     2048      0.05      0.1532020
    8     2048      0.05      0.1680500
    9     2048      0.05      0.1578100
   10     2048      0.05      0.1528810
    1     2048      0.10      0.3352570
    2     2048      0.10      0.2545940
    3     2048      0.10      0.2813700
    4     2048      0.10      0.2916070
    5     2048      0.10      0.2648520
    6     2048      0.10      0.2728890
    7     2048      0.10      0.2541370
    8     2048      0.10      0.2940810
    9     2048      0.10      0.2548440
   10     2048      0.10      0.2650240
    1     2048      0.25      0.6500200
    2     2048      0.25      0.5591930
    3     2048      0.25      0.5568800
    4     2048      0.25      0.6082890
    5     2048      0.25      0.5573690
    6     2048      0.25      0.5567660
    7     2048      0.25      0.5570810
    8     2048      0.25      0.5574120
    9     2048      0.25      0.5572030
   10     2048      0.25      0.5575790
    1     2048      0.50      1.3032120
    2     2048      0.50      1.0362610
    3     2048      0.50      1.0343860
    4     2048      0.50      1.0829640
    5     2048      0.50      1.0699840
    6     2048      0.50      1.0565430
    7     2048      0.50      1.0664930
    8     2048      0.50      1.1160490
    9     2048      0.50      1.0664110
   10     2048      0.50      1.0693070
    1     2048      0.75      1.8929960
    2     2048      0.75      1.5300280
    3     2048      0.75      1.5749270
    4     2048      0.75      1.5492490
    5     2048      0.75      1.5696160
    6     2048      0.75      1.5952210
    7     2048      0.75      1.5674200
    8     2048      0.75      1.5688750
    9     2048      0.75      1.5561160
   10     2048      0.75      1.5465790
    1     2048      0.90      2.2471650
    2     2048      0.90      1.8240610
    3     2048      0.90      1.9071180
    4     2048      0.90      1.8243870
    5     2048      0.90      1.8732300
    6     2048      0.90      1.8242980
    7     2048      0.90      1.8731540
    8     2048      0.90      1.8256110
    9     2048      0.90      1.8724110
   10     2048      0.90      1.8233810
    1     2048      0.95      2.3549650
    2     2048      0.95      1.9198700
    3     2048      0.95      1.9675430
    4     2048      0.95      1.9402100
    5     2048      0.95      1.9684120
    6     2048      0.95      1.9186140
    7     2048      0.95      1.9892380
    8     2048      0.95      1.9166510
    9     2048      0.95      1.9755300
   10     2048      0.95      1.9780380
    1     2048      0.99      2.5769530
    2     2048      0.99      2.0715620
    3     2048      0.99      2.1553790
    4     2048      0.99      2.0688040
    5     2048      0.99      2.1616970
    6     2048      0.99      2.1011300
    7     2048      0.99      2.1562730
    8     2048      0.99      2.0854230
    9     2048      0.99      2.1306330
   10     2048      0.99      2.0970410
    1     2048      1.00      2.5339840
    2     2048      1.00      2.1649830
    3     2048      1.00      2.0907540
    4     2048      1.00      2.1688700
    5     2048      1.00      2.0891660
    6     2048      1.00      2.1733350
    7     2048      1.00      2.1176710
    8     2048      1.00      2.1761420
    9     2048      1.00      2.1012890
   10     2048      1.00      2.1356560
    1     4096      0.00      0.0817450
    2     4096      0.00      0.0739410
    3     4096      0.00      0.0861130
    4     4096      0.00      0.0750660
    5     4096      0.00      0.0746310
    6     4096      0.00      0.0750110
    7     4096      0.00      0.0747920
    8     4096      0.00      0.0748670
    9     4096      0.00      0.0749720
   10     4096      0.00      0.0743420
    1     4096      0.01      0.1346770
    2     4096      0.01      0.1208780
    3     4096      0.01      0.1208600
    4     4096      0.01      0.1317990
    5     4096      0.01      0.1312120
    6     4096      0.01      0.1243020
    7     4096      0.01      0.1210210
    8     4096      0.01      0.1192600
